rules	support	confidence	lift
{bottled water} => {citrus fruit}	0.0126666666666667	0.122977346278317	1.51201655260226
{citrus fruit} => {sausage}	0.0123333333333333	0.151639344262295	1.56868287167891
{sausage} => {citrus fruit}	0.0123333333333333	0.127586206896552	1.56868287167891
{citrus fruit} => {tropical fruit}	0.0186666666666667	0.229508196721311	2.22104706504495
{tropical fruit} => {citrus fruit}	0.0186666666666667	0.180645161290323	2.22104706504495
{citrus fruit} => {root vegetables}	0.0166666666666667	0.204918032786885	2.02221742881795
{root vegetables} => {citrus fruit}	0.0166666666666667	0.164473684210526	2.02221742881795
{citrus fruit} => {soda}	0.0113333333333333	0.139344262295082	0.872719805605941
{soda} => {citrus fruit}	0.0113333333333333	0.0709812108559499	0.872719805605941
{citrus fruit} => {yogurt}	0.02	0.245901639344262	1.72360962157193
{yogurt} => {citrus fruit}	0.02	0.14018691588785	1.72360962157193
{citrus fruit} => {rolls/buns}	0.0146666666666667	0.180327868852459	1.01307791490146
{rolls/buns} => {citrus fruit}	0.0146666666666667	0.0823970037453183	1.01307791490146
{citrus fruit} => {other vegetables}	0.028	0.344262295081967	1.84426229508197
{other vegetables} => {citrus fruit}	0.028	0.15	1.84426229508197
{citrus fruit} => {whole milk}	0.027	0.331967213114754	1.31212337199508
{whole milk} => {citrus fruit}	0.027	0.106719367588933	1.31212337199508
{shopping bags} => {bottled water}	0.012	0.115755627009646	1.1238410389286
{bottled water} => {shopping bags}	0.012	0.116504854368932	1.1238410389286
{shopping bags} => {sausage}	0.018	0.173633440514469	1.7962080053221
{sausage} => {shopping bags}	0.018	0.186206896551724	1.7962080053221
{shopping bags} => {tropical fruit}	0.0163333333333333	0.157556270096463	1.52473809770771
{tropical fruit} => {shopping bags}	0.0163333333333333	0.158064516129032	1.52473809770771
{shopping bags} => {root vegetables}	0.0106666666666667	0.102893890675241	1.01540023692672
{root vegetables} => {shopping bags}	0.0106666666666667	0.105263157894737	1.01540023692672
{shopping bags} => {soda}	0.024	0.231511254019293	1.4499661003296
{soda} => {shopping bags}	0.024	0.150313152400835	1.4499661003296
{shopping bags} => {yogurt}	0.0153333333333333	0.147909967845659	1.0367521110677
{yogurt} => {shopping bags}	0.0153333333333333	0.107476635514019	1.0367521110677
{shopping bags} => {rolls/buns}	0.0176666666666667	0.170418006430868	0.957404530510495
{rolls/buns} => {shopping bags}	0.0176666666666667	0.099250936329588	0.957404530510495
{shopping bags} => {other vegetables}	0.0216666666666667	0.209003215434084	1.11966008268259
{other vegetables} => {shopping bags}	0.0216666666666667	0.116071428571429	1.11966008268259
{shopping bags} => {whole milk}	0.0266666666666667	0.257234726688103	1.0167380501506
{whole milk} => {shopping bags}	0.0266666666666667	0.105401844532279	1.0167380501506
{bottled water} => {sausage}	0.0123333333333333	0.119741100323625	1.2387010378306
{sausage} => {bottled water}	0.0123333333333333	0.127586206896552	1.2387010378306
{bottled water} => {tropical fruit}	0.0183333333333333	0.177993527508091	1.72251800814281
{tropical fruit} => {bottled water}	0.0183333333333333	0.17741935483871	1.72251800814281
{bottled water} => {root vegetables}	0.013	0.12621359223301	1.24552887072049
{root vegetables} => {bottled water}	0.013	0.128289473684211	1.24552887072049
{bottled water} => {soda}	0.0266666666666667	0.258899676375405	1.62150110464763
{soda} => {bottled water}	0.0266666666666667	0.167014613778706	1.62150110464763
{bottled water} => {yogurt}	0.0213333333333333	0.207119741100324	1.45177388621722
{yogurt} => {bottled water}	0.0213333333333333	0.149532710280374	1.45177388621722
{bottled water} => {rolls/buns}	0.0236666666666667	0.229773462783172	1.29086215046726
{rolls/buns} => {bottled water}	0.0236666666666667	0.132958801498127	1.29086215046726
{bottled water} => {other vegetables}	0.0236666666666667	0.229773462783172	1.23092926490985
{other vegetables} => {bottled water}	0.0236666666666667	0.126785714285714	1.23092926490985
{bottled water} => {whole milk}	0.03	0.29126213592233	1.15123373882344
{whole milk} => {bottled water}	0.03	0.118577075098814	1.15123373882344
{sausage} => {tropical fruit}	0.0143333333333333	0.148275862068966	1.4349276974416
{tropical fruit} => {sausage}	0.0143333333333333	0.138709677419355	1.4349276974416
{sausage} => {root vegetables}	0.017	0.175862068965517	1.73548094373866
{root vegetables} => {sausage}	0.017	0.167763157894737	1.73548094373866
{sausage} => {soda}	0.024	0.248275862068966	1.55496364552588
{soda} => {sausage}	0.024	0.150313152400835	1.55496364552588
{sausage} => {yogurt}	0.0173333333333333	0.179310344827586	1.25684821140831
{yogurt} => {sausage}	0.0173333333333333	0.121495327102804	1.25684821140831
{sausage} => {rolls/buns}	0.0313333333333333	0.324137931034483	1.82099961255327
{rolls/buns} => {sausage}	0.0313333333333333	0.176029962546816	1.82099961255327
{sausage} => {other vegetables}	0.0286666666666667	0.296551724137931	1.58866995073892
{other vegetables} => {sausage}	0.0286666666666667	0.153571428571429	1.58866995073892
{sausage} => {whole milk}	0.029	0.3	1.18577075098814
{whole milk} => {sausage}	0.029	0.114624505928854	1.18577075098814
{tropical fruit} => {root vegetables}	0.017	0.164516129032258	1.62351443123939
{root vegetables} => {tropical fruit}	0.017	0.167763157894737	1.62351443123939
{tropical fruit} => {soda}	0.0193333333333333	0.187096774193548	1.17179608054414
{soda} => {tropical fruit}	0.0193333333333333	0.121085594989562	1.17179608054414
{tropical fruit} => {yogurt}	0.0276666666666667	0.267741935483871	1.87669580946639
{yogurt} => {tropical fruit}	0.0276666666666667	0.19392523364486	1.87669580946639
{tropical fruit} => {rolls/buns}	0.0243333333333333	0.235483870967742	1.32294309532439
{rolls/buns} => {tropical fruit}	0.0243333333333333	0.136704119850187	1.32294309532439
{tropical fruit} => {other vegetables}	0.034	0.329032258064516	1.76267281105991
{other vegetables} => {tropical fruit}	0.034	0.182142857142857	1.76267281105991
{tropical fruit} => {whole milk}	0.0403333333333333	0.390322580645161	1.54277699859748
{whole milk} => {tropical fruit}	0.0403333333333333	0.159420289855072	1.54277699859748
{root vegetables} => {soda}	0.0176666666666667	0.174342105263158	1.09191297659598
{soda} => {root vegetables}	0.0176666666666667	0.110647181628392	1.09191297659598
{root vegetables} => {yogurt}	0.0223333333333333	0.220394736842105	1.54482292179046
{yogurt} => {root vegetables}	0.0223333333333333	0.156542056074766	1.54482292179046
{root vegetables} => {rolls/buns}	0.0236666666666667	0.233552631578947	1.31209343583678
{rolls/buns} => {root vegetables}	0.0236666666666667	0.132958801498127	1.31209343583678
{root vegetables} => {other vegetables}	0.04	0.394736842105263	2.11466165413534
{other vegetables} => {root vegetables}	0.04	0.214285714285714	2.11466165413534
{root vegetables} => {whole milk}	0.0423333333333333	0.417763157894737	1.65123777824007
{whole milk} => {root vegetables}	0.0423333333333333	0.167325428194993	1.65123777824007
{soda} => {yogurt}	0.0243333333333333	0.152400835073069	1.06823015238132
{yogurt} => {soda}	0.0243333333333333	0.170560747663551	1.06823015238132
{soda} => {rolls/buns}	0.0303333333333333	0.189979123173278	1.06729844479369
{rolls/buns} => {soda}	0.0303333333333333	0.170411985018727	1.06729844479369
{soda} => {other vegetables}	0.0296666666666667	0.18580375782881	0.995377274082911
{other vegetables} => {soda}	0.0296666666666667	0.158928571428571	0.995377274082911
{soda} => {whole milk}	0.0373333333333333	0.233820459290188	0.924191538696395
{whole milk} => {soda}	0.0373333333333333	0.147562582345191	0.924191538696395
{yogurt} => {rolls/buns}	0.033	0.231308411214953	1.29948545626378
{rolls/buns} => {yogurt}	0.033	0.185393258426966	1.29948545626378
{yogurt} => {other vegetables}	0.042	0.294392523364486	1.57710280373832
{other vegetables} => {yogurt}	0.042	0.225	1.57710280373832
{yogurt} => {whole milk}	0.052	0.364485981308411	1.44065605260242
{whole milk} => {yogurt}	0.052	0.205533596837945	1.44065605260242
{rolls/buns} => {other vegetables}	0.0413333333333333	0.232209737827715	1.24398073836276
{other vegetables} => {rolls/buns}	0.0413333333333333	0.221428571428571	1.24398073836276
{rolls/buns} => {whole milk}	0.0526666666666667	0.295880149812734	1.1694867581531
{whole milk} => {rolls/buns}	0.0526666666666667	0.208168642951252	1.1694867581531
{other vegetables} => {whole milk}	0.074	0.396428571428571	1.56691134952005
{whole milk} => {other vegetables}	0.074	0.292490118577075	1.56691134952005
{frozen vegetables,other vegetables} => {whole milk}	0.0103333333333333	0.563636363636364	2.22781171397772
{frozen vegetables,whole milk} => {other vegetables}	0.0103333333333333	0.563636363636364	3.01948051948052
{whole milk,other vegetables} => {frozen vegetables}	0.0103333333333333	0.13963963963964	2.90915915915916
{other vegetables,pork} => {whole milk}	0.0103333333333333	0.5	1.97628458498024
{whole milk,pork} => {other vegetables}	0.0103333333333333	0.476923076923077	2.55494505494506
{whole milk,other vegetables} => {pork}	0.0103333333333333	0.13963963963964	2.58591925258592
{beef,other vegetables} => {whole milk}	0.0126666666666667	0.567164179104478	2.2417556486343
{beef,whole milk} => {other vegetables}	0.0126666666666667	0.506666666666667	2.71428571428571
{whole milk,other vegetables} => {beef}	0.0126666666666667	0.171171171171171	2.91769041769042
{other vegetables,butter} => {whole milk}	0.01	0.508474576271186	2.00978093387821
{whole milk,butter} => {other vegetables}	0.01	0.38961038961039	2.08719851576994
{whole milk,other vegetables} => {butter}	0.01	0.135135135135135	2.47198417930125
{other vegetables,domestic eggs} => {whole milk}	0.011	0.507692307692308	2.0066889632107
{whole milk,domestic eggs} => {other vegetables}	0.011	0.434210526315789	2.32612781954887
{whole milk,other vegetables} => {domestic eggs}	0.011	0.148648648648649	2.54826254826255
{other vegetables,whipped/sour cream} => {whole milk}	0.0126666666666667	0.487179487179487	1.9256106212628
{whole milk,whipped/sour cream} => {other vegetables}	0.0126666666666667	0.469135802469136	2.51322751322751
{whole milk,other vegetables} => {whipped/sour cream}	0.0126666666666667	0.171171171171171	2.61996690568119
{other vegetables,pip fruit} => {whole milk}	0.0143333333333333	0.511904761904762	2.02333897986072
{whole milk,pip fruit} => {other vegetables}	0.0143333333333333	0.558441558441558	2.99165120593692
{whole milk,other vegetables} => {pip fruit}	0.0143333333333333	0.193693693693694	2.72808019286893
{yogurt,pastry} => {whole milk}	0.01	0.566037735849057	2.23730330375121
{whole milk,pastry} => {yogurt}	0.01	0.275229357798165	1.92917774157592
{yogurt,whole milk} => {pastry}	0.01	0.192307692307692	2.1210407239819
{other vegetables,pastry} => {whole milk}	0.0136666666666667	0.569444444444444	2.25076855511638
{whole milk,pastry} => {other vegetables}	0.0136666666666667	0.376146788990826	2.01507208387942
{whole milk,other vegetables} => {pastry}	0.0136666666666667	0.184684684684685	2.03696343402226
{yogurt,citrus fruit} => {whole milk}	0.01	0.5	1.97628458498024
{whole milk,citrus fruit} => {yogurt}	0.01	0.37037037037037	2.59605399792316
{yogurt,whole milk} => {citrus fruit}	0.01	0.192307692307692	2.36443883984868
{other vegetables,citrus fruit} => {whole milk}	0.0106666666666667	0.380952380952381	1.50574063617542
{whole milk,citrus fruit} => {other vegetables}	0.0106666666666667	0.395061728395062	2.11640211640212
{whole milk,other vegetables} => {citrus fruit}	0.0106666666666667	0.144144144144144	1.77226406734603
{other vegetables,bottled water} => {whole milk}	0.011	0.464788732394366	1.83710961420698
{whole milk,bottled water} => {other vegetables}	0.011	0.366666666666667	1.96428571428571
{whole milk,other vegetables} => {bottled water}	0.011	0.148648648648649	1.44319076357911
{sausage,rolls/buns} => {other vegetables}	0.0103333333333333	0.329787234042553	1.76671732522796
{other vegetables,sausage} => {rolls/buns}	0.0103333333333333	0.36046511627907	2.02508492291612
{other vegetables,rolls/buns} => {sausage}	0.0103333333333333	0.25	2.58620689655172
{other vegetables,sausage} => {whole milk}	0.0126666666666667	0.441860465116279	1.746484051843
{whole milk,sausage} => {other vegetables}	0.0126666666666667	0.436781609195402	2.33990147783251
{whole milk,other vegetables} => {sausage}	0.0126666666666667	0.171171171171171	1.77073625349487
{yogurt,tropical fruit} => {other vegetables}	0.0103333333333333	0.373493975903614	2.00086058519793
{other vegetables,tropical fruit} => {yogurt}	0.0103333333333333	0.303921568627451	2.130291368884
{yogurt,other vegetables} => {tropical fruit}	0.0103333333333333	0.246031746031746	2.38095238095238
{yogurt,tropical fruit} => {whole milk}	0.0123333333333333	0.44578313253012	1.76198866612696
{whole milk,tropical fruit} => {yogurt}	0.0123333333333333	0.305785123966942	2.14335367266548
{yogurt,whole milk} => {tropical fruit}	0.0123333333333333	0.237179487179487	2.29528535980149
{rolls/buns,tropical fruit} => {whole milk}	0.0106666666666667	0.438356164383562	1.73263306080459
{whole milk,tropical fruit} => {rolls/buns}	0.0106666666666667	0.264462809917355	1.48574612313121
{whole milk,rolls/buns} => {tropical fruit}	0.0106666666666667	0.20253164556962	1.95998366680278
{other vegetables,tropical fruit} => {whole milk}	0.0163333333333333	0.480392156862745	1.8987832287065
{whole milk,tropical fruit} => {other vegetables}	0.0163333333333333	0.40495867768595	2.16942148760331
{whole milk,other vegetables} => {tropical fruit}	0.0163333333333333	0.220720720720721	2.13600697471665
{root vegetables,yogurt} => {other vegetables}	0.0103333333333333	0.462686567164179	2.47867803837953
{root vegetables,other vegetables} => {yogurt}	0.0103333333333333	0.258333333333333	1.8107476635514
{yogurt,other vegetables} => {root vegetables}	0.0103333333333333	0.246031746031746	2.42794486215539
{root vegetables,yogurt} => {whole milk}	0.0106666666666667	0.477611940298507	1.88779423042888
{root vegetables,whole milk} => {yogurt}	0.0106666666666667	0.251968503937008	1.76613437339024
{yogurt,whole milk} => {root vegetables}	0.0106666666666667	0.205128205128205	2.02429149797571
{root vegetables,rolls/buns} => {other vegetables}	0.0123333333333333	0.52112676056338	2.79175050301811
{root vegetables,other vegetables} => {rolls/buns}	0.0123333333333333	0.308333333333333	1.73220973782772
{other vegetables,rolls/buns} => {root vegetables}	0.0123333333333333	0.298387096774194	2.94460950764007
{root vegetables,rolls/buns} => {whole milk}	0.0113333333333333	0.47887323943662	1.89277960251628
{root vegetables,whole milk} => {rolls/buns}	0.0113333333333333	0.267716535433071	1.50402547996107
{whole milk,rolls/buns} => {root vegetables}	0.0113333333333333	0.215189873417722	2.12358427714857
{root vegetables,other vegetables} => {whole milk}	0.0186666666666667	0.466666666666667	1.84453227931489
{root vegetables,whole milk} => {other vegetables}	0.0186666666666667	0.440944881889764	2.36220472440945
{whole milk,other vegetables} => {root vegetables}	0.0186666666666667	0.252252252252252	2.48933143669986
{soda,other vegetables} => {whole milk}	0.0136666666666667	0.460674157303371	1.82084647155483
{soda,whole milk} => {other vegetables}	0.0136666666666667	0.366071428571429	1.96109693877551
{whole milk,other vegetables} => {soda}	0.0136666666666667	0.184684684684685	1.15668904812955
{yogurt,rolls/buns} => {other vegetables}	0.0116666666666667	0.353535353535354	1.89393939393939
{yogurt,other vegetables} => {rolls/buns}	0.0116666666666667	0.277777777777778	1.5605493133583
{other vegetables,rolls/buns} => {yogurt}	0.0116666666666667	0.282258064516129	1.9784443774495
{yogurt,rolls/buns} => {whole milk}	0.0136666666666667	0.414141414141414	1.63692258553919
{yogurt,whole milk} => {rolls/buns}	0.0136666666666667	0.262820512820513	1.4765197349467
{whole milk,rolls/buns} => {yogurt}	0.0136666666666667	0.259493670886076	1.81888087069679
{yogurt,other vegetables} => {whole milk}	0.0206666666666667	0.492063492063492	1.94491498839325
{yogurt,whole milk} => {other vegetables}	0.0206666666666667	0.397435897435897	2.12912087912088
{whole milk,other vegetables} => {yogurt}	0.0206666666666667	0.279279279279279	1.95756504167719
{other vegetables,rolls/buns} => {whole milk}	0.0153333333333333	0.370967741935484	1.46627565982405
{whole milk,rolls/buns} => {other vegetables}	0.0153333333333333	0.291139240506329	1.55967450271248
{whole milk,other vegetables} => {rolls/buns}	0.0153333333333333	0.207207207207207	1.16408543374836
